20:22:09	保存图片错误  [Errno 2] No such file or directory: 'picture/Konachan.com%20-%20305973%20flowers%20instrument%20original%20piano%20school_uniform%20thighhighs%20yorarry.jpg'	select
20:22:29	保存图片错误  [Errno 2] No such file or directory: 'picture/Konachan.com%20-%20305957%202girls%20dress%20elbow_gloves%20flowers%20gloves%20honkai_impact%20l.kili%20long_hair%20purple_eyes%20purple_hair%20raiden_mei%20rose%20short_hair%20wedding_attire%20white_hair.jpg'	select
20:23:01	保存图片错误  [Errno 2] No such file or directory: 'picture/Konachan.com%20-%20305965%20braids%20butterfly%20elbow_gloves%20garter_belt%20gloves%20granblue_fantasy%20horns%20long_hair%20pink_hair%20pointed_ears%20sword%20tagme_%28artist%29%20thighhighs%20weapon.jpg'	select
